matricula,nombre,paterno,materno,carrera,servicio
C81305733,JAIRO JOSE,ARISQUETA,PENIZA,Ingeniería en Electrónica,21 DE AGOSTO DE 1978 AL 17 DE FEBRERO DE 1979
C89303489,MIREN GURUTZE,SANCHEZ SECO,AUNION,Ingeniería en Electrónica,31 DE MAYO DE 2017 AL 27 DE NOVIEMBRE DE 2017
00309189,JONATHAN FABIAN,ALLANDE,SAVAGE,Ingeniería en Sistemas Computacionales,29 DE MAYO DE 2000 AL 25 DE NOVIEMBRE DE 2000
C06300824,CRISTINA DOLORES,PIEDECAUSA,FERNANDEZ DE BETOÑO,Licenciatura en Contaduría,21 DE MARZO DE 2019 AL 17 DE SEPTIEMBRE DE 2019
C99308187,ANGEL SEGUNDO,AGUERA,VALTUILLE,Licenciatura en Administración,12 DE ENERO DE 2006 AL 11 DE JULIO DE 2006
12300469,FRANCIELE,ERIZ,PORTALES,Ingeniería en Electrónica,7 DE AGOSTO DE 1980 AL 3 DE FEBRERO DE 1981
C87307600,GABRIELA GEORGETA,VASQUES,APARECIDA,Ingeniería en Sistemas Computacionales,11 DE JULIO DE 2011 AL 7 DE ENERO DE 2012
75301214,CIPRIAN,ALFONSIN,LUO,Ingeniería en Sistemas Computacionales,6 DE MARZO DE 1992 AL 2 DE SEPTIEMBRE DE 1992
C99304455,MISHEL,CONCHELLO,TOUNKARA,Licenciatura en Administración,27 DE FEBRERO DE 2003 AL 26 DE AGOSTO DE 2003
12308601,JAVIER ADRIAN,ARUMI,ALVERCA,Licenciatura en Administración,20 DE NOVIEMBRE DE 2008 AL 19 DE MAYO DE 2009
C75302884,ANTONIO MARIAN,LAMBARRI,CHARRADI,Licenciatura en Administración,14 DE MAYO DE 1984 AL 10 DE NOVIEMBRE DE 1984
C06303442,ELENA TERESA,MURIEDAS,TARDAGUILA,Ingeniería en Sistemas Computacionales,23 DE AGOSTO DE 2016 AL 19 DE FEBRERO DE 2017
C83304531,NELSON DANIEL,SUANO,OLEAS,Licenciatura en Administración,6 DE MAYO DE 2013 AL 2 DE NOVIEMBRE DE 2013
C80309229,FLORIN COSTEL,FADON,INCHAURRAGA,Licenciatura en Administración,16 DE FEBRERO DE 2005 AL 15 DE AGOSTO DE 2005
00302618,VIRIATO,URKIZA,ARITON,Ingeniería en Electrónica,29 DE MARZO DE 2018 AL 25 DE SEPTIEMBRE DE 2018
C92305592,ION MARIAN,VITON,CILLER,Licenciatura en Administración,9 DE MARZO DE 1996 AL 5 DE SEPTIEMBRE DE 1996
C92300065,RAMONA ELENA,MILLER,MEDAN,Ingeniería en Sistemas Computacionales,18 DE DICIEMBRE DE 2017 AL 16 DE JUNIO DE 2018
C05303006,CARMEN VIRTUDES,BONJORN,ALGUERO,Licenciatura en Contaduría,2 DE OCTUBRE DE 1990 AL 31 DE MARZO DE 1991
06309597,ESTANISLAO,TERROBA,VILADOMS,Ingeniería en Electrónica,5 DE FEBRERO DE 2000 AL 3 DE AGOSTO DE 2000
06309918,CILENE,TERCIADO,SAUCEDO,Licenciatura en Contaduría,13 DE AGOSTO DE 2020 AL 9 DE FEBRERO DE 2021
84308149,ELISABETE MARIA,GRANOLLERS,GASANZ,Licenciatura en Administración,3 DE DICIEMBRE DE 2004 AL 1 DE JUNIO DE 2005
05303184,JANICE ANN,PAMPIN,MOLAS,Licenciatura en Administración,28 DE DICIEMBRE DE 2010 AL 26 DE JUNIO DE 2011
C02305540,EURIDICE,ALMENDROTE,CATEDRA,Ingeniería Industrial,27 DE SEPTIEMBRE DE 2006 AL 26 DE MARZO DE 2007
21309321,MARIO SERGIO,BERES,ABALLE,Licenciatura en Administración,24 DE NOVIEMBRE DE 2020 AL 23 DE MAYO DE 2021
C20308513,DUMITRU VIOREL,REGUILON,KHALLOUFI,Ingeniería en Sistemas Computacionales,14 DE DICIEMBRE DE 2004 AL 12 DE JUNIO DE 2005
C81307582,ROBERTO CLAUDIO,DAVO,DE MIGUEL,Licenciatura en Administración,31 DE MAYO DE 2018 AL 27 DE NOVIEMBRE DE 2018
C18306390,ANNA DOROTA,ZOROA,CHAFLA,Licenciatura en Administración,16 DE NOVIEMBRE DE 1997 AL 15 DE MAYO DE 1998
C95305038,CHRISTINE MAY,BARREALES,MENACHO,Ingeniería en Sistemas Computacionales,11 DE ENERO DE 2002 AL 10 DE JULIO DE 2002
C23303932,DIEGO RODRIGO,RUF,IORDACHE,Licenciatura en Contaduría,27 DE MARZO DE 1994 AL 23 DE SEPTIEMBRE DE 1994
03304144,VLAD MIHAI,LOBEIRAS,SOMODEVILLA,Licenciatura en Administración,9 DE JULIO DE 2001 AL 5 DE ENERO DE 2002
83309759,EL AMIN,CAMI,UBACH,Licenciatura en Administración,16 DE OCTUBRE DE 2012 AL 14 DE ABRIL DE 2013
C15304312,SUSANA MANUELA,FREY,BANQUERI,Ingeniería en Electrónica,16 DE AGOSTO DE 1988 AL 12 DE FEBRERO DE 1989
C81304640,MANUEL JOSE MARIA,HEREU,BATTAGLIA,Ingeniería en Sistemas Computacionales,21 DE MARZO DE 2005 AL 17 DE SEPTIEMBRE DE 2005
11306005,EIRE,MUSACH,TABAS,Licenciatura en Contaduría,16 DE JULIO DE 1985 AL 12 DE ENERO DE 1986
C97304465,SADIKA,GARCIA DE LEANIZ,CHAVELI,Ingeniería en Electrónica,6 DE JULIO DE 1983 AL 2 DE ENERO DE 1984
C86306269,VIRGINIA TERESA,BRANCHADELL,ANGERIZ,Licenciatura en Administración,5 DE AGOSTO DE 2025 AL 1 DE FEBRERO DE 2026
C04300851,FIDELIS,ALTED,MAQUIEIRA,Licenciatura en Contaduría,24 DE JUNIO DE 1979 AL 21 DE DICIEMBRE DE 1979
98303136,ANNA ROSA,SOLVAS,GIURGIU,Ingeniería Industrial,18 DE AGOSTO DE 2002 AL 14 DE FEBRERO DE 2003
04302093,VICENTE EMILIO,TANASE,FABEIRO,Licenciatura en Contaduría,16 DE FEBRERO DE 1974 AL 15 DE AGOSTO DE 1974
86309426,CONSTANTIN ROBERT,FAUSTINO,LINDE,Ingeniería en Sistemas Computacionales,25 DE JUNIO DE 2022 AL 22 DE DICIEMBRE DE 2022
10309638,XIAOQING,ASRI,RODEIRO,Licenciatura en Contaduría,22 DE NOVIEMBRE DE 1986 AL 21 DE MAYO DE 1987
C87303632,FLORINDA,PEREZ DE TUDELA,ALCANTARILLA,Ingeniería en Electrónica,7 DE FEBRERO DE 1986 AL 6 DE AGOSTO DE 1986
C87309598,AMETS,PELIGROS,DOBLADO,Ingeniería en Electrónica,6 DE ABRIL DE 2009 AL 3 DE OCTUBRE DE 2009
C18300721,XIAOLIANG,ASTONDOA,FONTIRROIG,Ingeniería Industrial,11 DE ABRIL DE 2023 AL 8 DE OCTUBRE DE 2023
75306036,ADRIAN CARLOS,MACHACA,SALETE,Ingeniería Industrial,28 DE MAYO DE 1987 AL 24 DE NOVIEMBRE DE 1987
88306253,RAQUEL ANTONIA,MENDILUCE,PLATAS,Ingeniería en Sistemas Computacionales,14 DE MARZO DE 2018 AL 10 DE SEPTIEMBRE DE 2018
C01302342,JASKARAN,DIAZ,SILVO,Licenciatura en Contaduría,5 DE DICIEMBRE DE 1982 AL 3 DE JUNIO DE 1983
C81309564,RADU LUCIAN,PALLICER,EL OUAHABI,Ingeniería en Sistemas Computacionales,18 DE JUNIO DE 1982 AL 15 DE DICIEMBRE DE 1982
09303103,SHEILA MARIE,CALLEJO,GAMELL,Ingeniería Industrial,29 DE OCTUBRE DE 1991 AL 26 DE ABRIL DE 1992
C01300769,ELENA LILIANA,BALLESTAR,AFKIR,Licenciatura en Contaduría,12 DE OCTUBRE DE 1998 AL 10 DE ABRIL DE 1999
04305110,ARGENTINO,OBESO,LEAL,Ingeniería Industrial,13 DE MAYO DE 1999 AL 9 DE NOVIEMBRE DE 1999
81309506,HANS WALTER,DE LA NAVA,BACO,Licenciatura en Contaduría,24 DE ABRIL DE 1985 AL 21 DE OCTUBRE DE 1985
C00302926,RAFAEL ALFREDO,CORTEGANA,SALI,Licenciatura en Administración,7 DE MAYO DE 1983 AL 3 DE NOVIEMBRE DE 1983
06308459,JIMENA SOLEDAD,SANDERSON,BECK,Licenciatura en Contaduría,21 DE NOVIEMBRE DE 1994 AL 20 DE MAYO DE 1995
C96304512,ALEXANDRA MARIANA,BUTOI,BARRAJON,Ingeniería en Sistemas Computacionales,16 DE NOVIEMBRE DE 2016 AL 15 DE MAYO DE 2017
C80307634,JOSE JOAQUIN,GAROS,ZAIMI,Ingeniería en Sistemas Computacionales,24 DE AGOSTO DE 1982 AL 20 DE FEBRERO DE 1983
C08300381,ROMINA ELIZABETH,HALL,LUCANO,Ingeniería en Electrónica,4 DE SEPTIEMBRE DE 2023 AL 2 DE MARZO DE 2024
91306652,GEORGIANA LOREDANA,BRANDON,BADA,Licenciatura en Contaduría,15 DE JUNIO DE 2004 AL 12 DE DICIEMBRE DE 2004
20300148,ALFREDO JUAN,ZURRO,PETRU,Ingeniería Industrial,17 DE ENERO DE 1998 AL 16 DE JULIO DE 1998
87309409,KATHERINE CAROLINA,EL MORABIT,OLIVERI,Licenciatura en Administración,7 DE AGOSTO DE 2025 AL 3 DE FEBRERO DE 2026
C80308646,MANUEL BORJA,GREEN,PARRALEJO,Ingeniería en Sistemas Computacionales,16 DE JUNIO DE 1996 AL 13 DE DICIEMBRE DE 1996
99301529,MOHAMED YASSINE,COSME,VEIZAGA,Ingeniería en Electrónica,18 DE DICIEMBRE DE 2021 AL 16 DE JUNIO DE 2022
79305723,MILAGROS,DUEÑAS,BAKKER,Licenciatura en Administración,5 DE ABRIL DE 2024 AL 2 DE OCTUBRE DE 2024
C18309174,BLANCA JULIA,MACHON,HUEROS,Licenciatura en Contaduría,11 DE NOVIEMBRE DE 2006 AL 10 DE MAYO DE 2007
C74309406,GAVINA,TIVADAR,LALIGA,Ingeniería en Sistemas Computacionales,9 DE JUNIO DE 2010 AL 6 DE DICIEMBRE DE 2010
C17301422,JAIME JOAQUIN,AIX,UBER,Licenciatura en Contaduría,2 DE ENERO DE 2004 AL 30 DE JUNIO DE 2004
C10304136,SANDICA,ORIO,SENDINO,Ingeniería en Electrónica,9 DE SEPTIEMBRE DE 2004 AL 8 DE MARZO DE 2005
C91309929,HAMMAD,GALLES,CHUNGA,Ingeniería Industrial,23 DE NOVIEMBRE DE 1990 AL 22 DE MAYO DE 1991
C90301067,NORIK,NOVES,CALLE,Licenciatura en Administración,23 DE SEPTIEMBRE DE 1993 AL 22 DE MARZO DE 1994
C84300664,PATRICIA ANA,DASWANI,FIKRI,Ingeniería en Electrónica,20 DE SEPTIEMBRE DE 1983 AL 18 DE MARZO DE 1984
88300879,MICHAEL JOSE,SAN,CORON,Licenciatura en Contaduría,5 DE SEPTIEMBRE DE 2017 AL 4 DE MARZO DE 2018
81303392,YESSICA PAOLA,CABALGANTE,JUSTES,Licenciatura en Contaduría,6 DE DICIEMBRE DE 1986 AL 4 DE JUNIO DE 1987
C80305836,NELSON JAVIER,BARBADO,DE TERESA,Licenciatura en Contaduría,7 DE OCTUBRE DE 2024 AL 5 DE ABRIL DE 2025
08309811,LAMIN,DESVIAT,PARRIEGO,Ingeniería Industrial,19 DE NOVIEMBRE DE 1977 AL 18 DE MAYO DE 1978
C96306083,MIREN ELIXABET,EDDAHBI,ADA,Licenciatura en Administración,26 DE FEBRERO DE 2002 AL 25 DE AGOSTO DE 2002
C76300400,SOHAN,SBERT,VILLAREJO,Ingeniería en Electrónica,15 DE NOVIEMBRE DE 1993 AL 14 DE MAYO DE 1994
C90307496,MARIA ERICA,GALLENT,LACUEVA,Ingeniería en Sistemas Computacionales,14 DE ABRIL DE 2021 AL 11 DE OCTUBRE DE 2021
C21308002,VICTOR OCTAVIO,ARCELUS,PRADAS,Licenciatura en Contaduría,17 DE FEBRERO DE 2002 AL 16 DE AGOSTO DE 2002
24307324,WASHINGTON FERNANDO,CLARK,MIMOUN,Licenciatura en Contaduría,18 DE OCTUBRE DE 2015 AL 15 DE ABRIL DE 2016
81302950,HONORIO JOSE,CLAURE,CARRE,Ingeniería en Electrónica,31 DE ENERO DE 1977 AL 30 DE JULIO DE 1977
16300906,EDUARD JOSEP,BER,PUIU,Licenciatura en Administración,30 DE JULIO DE 1995 AL 26 DE ENERO DE 1996
95300591,JIANYU,MARTIARTU,JAREÑO,Licenciatura en Contaduría,12 DE NOVIEMBRE DE 1994 AL 11 DE MAYO DE 1995
10300724,ZACARIA,PERI,SANCHEZ DE LEON,Ingeniería en Sistemas Computacionales,2 DE FEBRERO DE 1978 AL 1 DE AGOSTO DE 1978
17308671,VENICIA,LEAÑOS,ACHOUR,Ingeniería en Sistemas Computacionales,12 DE ENERO DE 2003 AL 11 DE JULIO DE 2003
82305597,ANA MICHELLE,MUNTION,LABANDIBAR,Ingeniería Industrial,24 DE DICIEMBRE DE 2005 AL 22 DE JUNIO DE 2006
C11307482,BIXENTE,LLONCH,GUISASOLA,Ingeniería Industrial,24 DE JULIO DE 1993 AL 20 DE ENERO DE 1994
07307225,LIQUN,O'SULLIVAN,BAUM,Licenciatura en Administración,10 DE NOVIEMBRE DE 2019 AL 8 DE MAYO DE 2020
10302310,JUDITH ELIZABETH,GAZPIO,BAUSELLS,Licenciatura en Administración,29 DE MARZO DE 2020 AL 25 DE SEPTIEMBRE DE 2020
C05306127,MARIA SOTERRAÑA,AMATRIA,CIVIDANES,Licenciatura en Administración,29 DE JULIO DE 2018 AL 25 DE ENERO DE 2019
96309320,JAIME CRISTOBAL,PELAY,BARRIGUETE,Licenciatura en Administración,4 DE FEBRERO DE 1976 AL 2 DE AGOSTO DE 1976
C93303334,RAUL ALEJANDRO,CORREOSO,SERAFINI,Ingeniería en Electrónica,11 DE OCTUBRE DE 2011 AL 8 DE ABRIL DE 2012
C21303681,GLORIA MERCEDES,DEL SAZ,JUSTINIANO,Licenciatura en Contaduría,18 DE SEPTIEMBRE DE 2019 AL 16 DE MARZO DE 2020
C82307556,VANESA LORENA,LAURE,HORAS,Ingeniería en Sistemas Computacionales,28 DE JUNIO DE 2000 AL 25 DE DICIEMBRE DE 2000
C85306759,ERICK MANUEL,SOLIVA,ESTRINGANA,Licenciatura en Administración,17 DE MARZO DE 1997 AL 13 DE SEPTIEMBRE DE 1997
18308615,ERRADI,CIBORRO,MOLINERA,Ingeniería en Electrónica,4 DE JUNIO DE 1988 AL 1 DE DICIEMBRE DE 1988
16308230,GEOFFREY JOHN,JURADO,ILARRAZA,Ingeniería Industrial,8 DE MAYO DE 2012 AL 4 DE NOVIEMBRE DE 2012
C15303336,EL HADJI MALICK,ZUBIETA,GUTIERREZ DEL ALAMO,Licenciatura en Administración,27 DE DICIEMBRE DE 2020 AL 25 DE JUNIO DE 2021
75308625,GALILEA,SEÑAS,CUICHAN,Licenciatura en Contaduría,6 DE AGOSTO DE 1997 AL 2 DE FEBRERO DE 1998
90308392,YACINE,IONITA,BRUMOS,Ingeniería Industrial,27 DE JUNIO DE 2018 AL 24 DE DICIEMBRE DE 2018
24309899,LAURINDO,PORTOLES,VILLAREJO,Licenciatura en Administración,10 DE ABRIL DE 2018 AL 7 DE OCTUBRE DE 2018
C08308358,IWONA MARIA,GORIS,URIBARRENA,Ingeniería Industrial,9 DE FEBRERO DE 2007 AL 8 DE AGOSTO DE 2007
C87308091,MABEL BEATRIZ,ONECHA,CLA,Ingeniería en Electrónica,22 DE AGOSTO DE 2001 AL 18 DE FEBRERO DE 2002
85302234,DANITZA,CHIKRI,ROMAY,Licenciatura en Administración,13 DE ENERO DE 2015 AL 12 DE JULIO DE 2015
C92300743,LUIS VALERIANO,FADLI,CANARIO,Ingeniería Industrial,18 DE FEBRERO DE 2022 AL 17 DE AGOSTO DE 2022
C25308851,LIRIA ESTHER,CAMARILLO,MIRAGALL,Licenciatura en Administración,13 DE MAYO DE 1997 AL 9 DE NOVIEMBRE DE 1997
21306420,BLAS RAMON,BARCONES,CIA,Ingeniería en Electrónica,7 DE DICIEMBRE DE 2017 AL 5 DE JUNIO DE 2018
C89307358,STEPHEN CHARLES,ZEBALLOS,BALDOMA,Ingeniería Industrial,6 DE SEPTIEMBRE DE 2011 AL 4 DE MARZO DE 2012
97306822,IOAN LUCIAN,CASTANERA,SCHUMANN,Licenciatura en Contaduría,4 DE JULIO DE 1998 AL 31 DE DICIEMBRE DE 1998
93309982,PEDRO ABRAHAM,ORRO,TRAVEZ,Licenciatura en Administración,22 DE NOVIEMBRE DE 2010 AL 21 DE MAYO DE 2011
05308145,ELIDE,SILES,PAVEL,Licenciatura en Administración,20 DE JUNIO DE 1993 AL 17 DE DICIEMBRE DE 1993
84309714,JANET ELAINE,TRAVESEDO,SANCHEZ MONTAÑEZ,Licenciatura en Contaduría,5 DE MARZO DE 1985 AL 1 DE SEPTIEMBRE DE 1985
76304838,ALBINA,DUASO,CALDEIRO,Licenciatura en Contaduría,8 DE MAYO DE 1985 AL 4 DE NOVIEMBRE DE 1985
C08303360,NESRINE,EL HACHIMI,BIELSA,Licenciatura en Administración,17 DE FEBRERO DE 1995 AL 16 DE AGOSTO DE 1995
C12302830,CESAR LUIS,CHOCRON,VOLTES,Licenciatura en Administración,24 DE AGOSTO DE 2012 AL 20 DE FEBRERO DE 2013
C85304664,CORINA NICOLETA,VALIÑA,LAYOS,Licenciatura en Administración,8 DE SEPTIEMBRE DE 1992 AL 7 DE MARZO DE 1993
09308801,KAREN LISSETH,HERVALEJO,BOZDOG,Ingeniería en Electrónica,5 DE MARZO DE 2003 AL 1 DE SEPTIEMBRE DE 2003
08302754,BIRGITTE,MURGUIONDO,DE ALARCON,Ingeniería en Sistemas Computacionales,29 DE ENERO DE 2018 AL 28 DE JULIO DE 2018
C76300695,ZEINA,CIMADEVILLA,AHARCHI,Ingeniería en Electrónica,10 DE JULIO DE 2023 AL 6 DE ENERO DE 2024
C82307162,DANIELA TERESA,DE TENA,FERRAL,Ingeniería en Sistemas Computacionales,10 DE FEBRERO DE 2023 AL 9 DE AGOSTO DE 2023
C00302466,CRISTIAN ALONSO,WOLFF,AMAGUA,Ingeniería en Sistemas Computacionales,10 DE MARZO DE 2024 AL 6 DE SEPTIEMBRE DE 2024
C25302448,ANDREW BRIAN,TUNDIDOR,GALLEGA,Licenciatura en Contaduría,22 DE JUNIO DE 2015 AL 19 DE DICIEMBRE DE 2015
11301723,KLARA,REOLID,BUTOI,Ingeniería en Electrónica,18 DE AGOSTO DE 1995 AL 14 DE FEBRERO DE 1996
C84302324,IULICA,BRIANSO,TOMOV,Ingeniería Industrial,16 DE AGOSTO DE 2023 AL 12 DE FEBRERO DE 2024
C92303385,JOHN ANDREW,MACAYA,ALIEVA,Ingeniería en Sistemas Computacionales,21 DE AGOSTO DE 2022 AL 17 DE FEBRERO DE 2023
07303914,SOPHIE ANNE,ALDALUR,PICAZA,Ingeniería Industrial,27 DE FEBRERO DE 1976 AL 25 DE AGOSTO DE 1976
78300626,MARC JOAN,GARCIA DE VEAS,BASTAN,Ingeniería en Electrónica,6 DE FEBRERO DE 2000 AL 4 DE AGOSTO DE 2000
C92309325,CLEOFE,PARENTE,HEALY,Licenciatura en Contaduría,9 DE ENERO DE 1981 AL 8 DE JULIO DE 1981
09301962,RETO,MENACHO,GARCIA PATRON,Ingeniería Industrial,24 DE MARZO DE 2019 AL 20 DE SEPTIEMBRE DE 2019
C15301331,GHEORGHE LAURENTIU,SANCHEZ PORRO,MANZANEQUE,Ingeniería Industrial,26 DE AGOSTO DE 2025 AL 22 DE FEBRERO DE 2026
C11309427,MARTA LETICIA,RUMAYOR,CORDOVEZ,Licenciatura en Administración,9 DE DICIEMBRE DE 1983 AL 6 DE JUNIO DE 1984
91306191,VITAL,ANTONELLI,IMBRODA,Licenciatura en Administración,10 DE FEBRERO DE 1985 AL 9 DE AGOSTO DE 1985
13309477,BALRAJ,IBERO,SUANES,Licenciatura en Contaduría,24 DE DICIEMBRE DE 1987 AL 21 DE JUNIO DE 1988
C09309320,JOHN SIDNEY,TOROLLO,MORUNO,Licenciatura en Contaduría,17 DE NOVIEMBRE DE 1995 AL 15 DE MAYO DE 1996
18309179,EL MOKHTAR,SCHREIBER,ETXEBARRIETA,Licenciatura en Contaduría,23 DE OCTUBRE DE 2007 AL 20 DE ABRIL DE 2008
14300344,IBANA,SOPA,ASPANO,Licenciatura en Contaduría,5 DE NOVIEMBRE DE 1988 AL 4 DE MAYO DE 1989
C10306985,APARICIO,CHAMORRO,FOLCH,Licenciatura en Contaduría,10 DE DICIEMBRE DE 1982 AL 8 DE JUNIO DE 1983
19301657,GERMAN DANIEL,EL YAGOUBI,SOARE,Licenciatura en Contaduría,25 DE DICIEMBRE DE 2017 AL 23 DE JUNIO DE 2018
76301658,YASSIRA,GARCIA GASCO,ANAUT,Ingeniería en Sistemas Computacionales,16 DE FEBRERO DE 2009 AL 15 DE AGOSTO DE 2009
C97303297,XUEFENG,LEÑERO,MONTEMAYOR,Licenciatura en Administración,8 DE ENERO DE 1991 AL 7 DE JULIO DE 1991
91303000,RASHAD,VALAREZO,TORRIJOS,Ingeniería en Electrónica,22 DE MAYO DE 1982 AL 18 DE NOVIEMBRE DE 1982
20306376,NICOLAE MIRCEA,CASTELO,LLANA,Ingeniería en Electrónica,7 DE JUNIO DE 1996 AL 4 DE DICIEMBRE DE 1996
13300266,SANTIAGO ALONSO,MANEU,FROIZ,Licenciatura en Contaduría,8 DE AGOSTO DE 2023 AL 4 DE FEBRERO DE 2024
04301882,AMELIA ISABEL,PIZANA,BUENAVENTURA,Licenciatura en Contaduría,9 DE JUNIO DE 2009 AL 6 DE DICIEMBRE DE 2009
85305340,PAULO FERNANDO,NEIRO,BONOME,Licenciatura en Contaduría,17 DE MARZO DE 1999 AL 13 DE SEPTIEMBRE DE 1999
C06309085,ROGER PAUL,DJITTE,TRUFERO,Ingeniería en Sistemas Computacionales,30 DE OCTUBRE DE 2022 AL 28 DE ABRIL DE 2023
22307616,TATIANA,GARCIA DE VINUESA,NASSER,Licenciatura en Contaduría,9 DE ABRIL DE 1977 AL 6 DE OCTUBRE DE 1977
C21303275,MONTE,FORTUN,RODOREDA,Ingeniería en Electrónica,10 DE ENERO DE 1983 AL 9 DE JULIO DE 1983
C92307761,PATRICIA GLORIA,ZARRALANGA,TISCAR,Ingeniería Industrial,3 DE JULIO DE 2004 AL 30 DE DICIEMBRE DE 2004
86309878,ANA TOMASA,PACHECO,SIRES,Ingeniería en Sistemas Computacionales,28 DE JULIO DE 2025 AL 24 DE ENERO DE 2026
C07302321,PASTORA CARMEN,MAYORGA,GOST,Ingeniería Industrial,24 DE MAYO DE 1996 AL 20 DE NOVIEMBRE DE 1996
C02300214,HAIZHU,PESADO,VELENCOSO,Ingeniería Industrial,6 DE ABRIL DE 2014 AL 3 DE OCTUBRE DE 2014
14306456,ADOLFO IGNACIO,DE LA RASILLA,GORDO,Licenciatura en Administración,21 DE JULIO DE 2024 AL 17 DE ENERO DE 2025
C96308544,GEORGETA MARIA,MARURI,WEIR,Licenciatura en Contaduría,2 DE OCTUBRE DE 2003 AL 30 DE MARZO DE 2004
C93300259,ALEJANDRO MANUEL,TAULES,IRURETAGOIENA,Ingeniería en Sistemas Computacionales,11 DE JUNIO DE 2025 AL 8 DE DICIEMBRE DE 2025
C78309412,DANIEL IGNACIO,MONSO,AZZOUZI,Ingeniería Industrial,15 DE SEPTIEMBRE DE 2001 AL 14 DE MARZO DE 2002
C03301847,ALICIA ALEJANDRA,URDILLO,BUENAÑO,Licenciatura en Administración,23 DE MAYO DE 1985 AL 19 DE NOVIEMBRE DE 1985
79303116,ANA ANGELA,CORNEJO,BENDEZU,Ingeniería en Sistemas Computacionales,3 DE ABRIL DE 2005 AL 30 DE SEPTIEMBRE DE 2005
91301947,TAYRA,SAHRAOUI,ESCARDO,Ingeniería Industrial,11 DE DICIEMBRE DE 1975 AL 8 DE JUNIO DE 1976
C91301610,FEDOR,MANGAS,TRECEÑO,Ingeniería en Sistemas Computacionales,12 DE AGOSTO DE 1976 AL 8 DE FEBRERO DE 1977
C98307605,EVA MARGARETA,VELLON,LOPEZ IBARRA,Ingeniería en Sistemas Computacionales,17 DE JUNIO DE 2018 AL 14 DE DICIEMBRE DE 2018
C16301737,MOMCHIL,BAULO,FIGUEIRO,Licenciatura en Administración,6 DE AGOSTO DE 2011 AL 2 DE FEBRERO DE 2012
C11304296,INES NIEVES,REBORIDO,GRIMALDO,Ingeniería en Sistemas Computacionales,17 DE OCTUBRE DE 2022 AL 15 DE ABRIL DE 2023
00305489,ROBERT GRAHAM,THORPE,LLABATA,Ingeniería en Electrónica,17 DE SEPTIEMBRE DE 1992 AL 16 DE MARZO DE 1993
C94300485,VALVANERA,BEJARANO,GARCIA LAJARA,Licenciatura en Administración,14 DE SEPTIEMBRE DE 2013 AL 13 DE MARZO DE 2014
84308377,EDELTRAUD,KEMP,MECIAS,Ingeniería en Sistemas Computacionales,11 DE ENERO DE 1990 AL 10 DE JULIO DE 1990
C19304852,LAURA AMALIA,FREAZA,VALLCANERAS,Licenciatura en Contaduría,10 DE JULIO DE 1975 AL 6 DE ENERO DE 1976
C93308356,MARIA YAMILE,MAZO,MALDE,Ingeniería Industrial,14 DE AGOSTO DE 1975 AL 10 DE FEBRERO DE 1976
C25306404,THOMAS JOSEPH,PINALES,QUEIPO,Ingeniería Industrial,10 DE DICIEMBRE DE 1987 AL 7 DE JUNIO DE 1988
C95306950,ANGEL AVELINO,CORCHETE,PIEDRAFITA,Licenciatura en Contaduría,5 DE SEPTIEMBRE DE 1988 AL 4 DE MARZO DE 1989
99302419,MOHAMED ADIL,PALLISER,OLLES,Ingeniería Industrial,15 DE MAYO DE 2002 AL 11 DE NOVIEMBRE DE 2002
C25306002,IGNACIO NICOLAS,EGURROLA,MATAS,Ingeniería en Electrónica,8 DE FEBRERO DE 1976 AL 6 DE AGOSTO DE 1976
C09306943,JOSE GABINO,CUCALA,ESPINA,Ingeniería en Sistemas Computacionales,15 DE JUNIO DE 2004 AL 12 DE DICIEMBRE DE 2004
98307840,PERPETUA,BRANDAO,DE ANTONIO,Ingeniería Industrial,28 DE AGOSTO DE 2003 AL 24 DE FEBRERO DE 2004
15302148,CELIANO,REIRIZ,SANCHEZ HERMOSILLA,Ingeniería en Electrónica,19 DE ABRIL DE 1975 AL 16 DE OCTUBRE DE 1975
C79306029,GABRIELA ISABEL,TORESANO,BERGARA,Licenciatura en Administración,4 DE DICIEMBRE DE 2014 AL 2 DE JUNIO DE 2015
98306885,JAMES STEPHEN,CARPES,VINAIXA,Licenciatura en Contaduría,16 DE JUNIO DE 2024 AL 13 DE DICIEMBRE DE 2024
07303183,SARWAN,BUESO,SALIM,Ingeniería en Electrónica,9 DE ENERO DE 2004 AL 7 DE JULIO DE 2004
C07300521,GABRIELA ELIZABETH,BONIS,RENOVALES,Licenciatura en Administración,6 DE SEPTIEMBRE DE 1999 AL 4 DE MARZO DE 2000
C03301743,VERONICA VANESSA,KRAVCHUK,OLAZAR,Ingeniería en Sistemas Computacionales,6 DE MARZO DE 1985 AL 2 DE SEPTIEMBRE DE 1985
C04304855,JULIAN AGUSTIN,LYON,SENHAJI,Licenciatura en Contaduría,9 DE ENERO DE 2013 AL 8 DE JULIO DE 2013
C10302586,CARMEN VANESA,ABDERRAHMAN,MUSCALU,Ingeniería en Sistemas Computacionales,2 DE JUNIO DE 1988 AL 29 DE NOVIEMBRE DE 1988
C04302488,LUZ ESMERALDA,GORINA,SALIM,Ingeniería en Electrónica,4 DE SEPTIEMBRE DE 2018 AL 3 DE MARZO DE 2019
20301096,SAMAH,MERLAN,GAÑETE,Ingeniería en Sistemas Computacionales,4 DE NOVIEMBRE DE 2020 AL 3 DE MAYO DE 2021
